symbol,strategy,interval,indicator_params,exit_mode,exit_params,n_trades,win_rate_pct,total_return_pct,max_drawdown_pct,sharpe,profit_factor,avg_win_pct,avg_loss_pct
BNBUSDC,MOM,15m,"{""window"": 5, ""buy_threshold"": 5, ""sell_threshold"": -5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",1,100.0,6.12,-3.23,1.424,inf,6.121,
BNBUSDC,MOM,15m,"{""window"": 5, ""buy_threshold"": 5, ""sell_threshold"": -5}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",1,0.0,-4.58,-10.97,-0.775,0.0,,-4.58
BNBUSDC,MOM,15m,"{""window"": 10, ""buy_threshold"": 2, ""sell_threshold"": -2}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",48,20.83,-40.52,-40.72,-3.466,0.413,3.688,-2.294
BNBUSDC,MOM,15m,"{""window"": 10, ""buy_threshold"": 2, ""sell_threshold"": -2}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",59,28.81,-23.09,-23.18,-2.956,0.536,1.694,-1.297
BNBUSDC,MOM,15m,"{""window"": 10, ""buy_threshold"": 2, ""sell_threshold"": -2}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",33,27.27,-26.33,-26.47,-1.513,0.623,5.682,-3.291
BNBUSDC,MOM,15m,"{""window"": 10, ""buy_threshold"": 2, ""sell_threshold"": -2}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",66,31.82,-22.73,-23.24,-3.822,0.416,0.863,-0.969
BNBUSDC,MOM,15m,"{""window"": 10, ""buy_threshold"": 2, ""sell_threshold"": -2}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",58,29.31,-20.31,-24.71,-2.754,0.563,1.656,-1.224
BNBUSDC,MOM,15m,"{""window"": 10, ""buy_threshold"": 2, ""sell_threshold"": -2}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",50,26.0,-31.67,-32.68,-3.384,0.37,1.721,-1.613
BNBUSDC,MOM,15m,"{""window"": 10, ""buy_threshold"": 3, ""sell_threshold"": -3}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",14,21.43,-13.63,-18.15,-1.72,0.412,3.688,-2.294
BNBUSDC,MOM,15m,"{""window"": 10, ""buy_threshold"": 3, ""sell_threshold"": -3}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",18,22.22,-10.91,-11.13,-2.375,0.368,1.694,-1.297
BNBUSDC,MOM,15m,"{""window"": 10, ""buy_threshold"": 3, ""sell_threshold"": -3}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",13,23.08,-15.53,-22.99,-1.658,0.488,5.682,-3.291
BNBUSDC,MOM,15m,"{""window"": 10, ""buy_threshold"": 3, ""sell_threshold"": -3}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",20,20.0,-13.48,-13.7,-3.022,0.182,0.824,-1.104
BNBUSDC,MOM,15m,"{""window"": 10, ""buy_threshold"": 3, ""sell_threshold"": -3}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",17,29.41,-5.66,-8.9,-1.027,0.655,2.176,-1.368
BNBUSDC,MOM,15m,"{""window"": 10, ""buy_threshold"": 3, ""sell_threshold"": -3}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",16,25.0,-14.29,-17.64,-2.05,0.331,1.92,-1.898
BNBUSDC,MOM,15m,"{""window"": 10, ""buy_threshold"": 5, ""sell_threshold"": -5}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",1,0.0,-2.29,-2.29,-1.424,0.0,,-2.294
BNBUSDC,MOM,15m,"{""window"": 10, ""buy_threshold"": 5, ""sell_threshold"": -5}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",1,0.0,-1.3,-1.3,-1.424,0.0,,-1.297
BNBUSDC,MOM,15m,"{""window"": 10, ""buy_threshold"": 5, ""sell_threshold"": -5}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",1,100.0,5.68,-3.23,1.424,inf,5.682,
BNBUSDC,MOM,15m,"{""window"": 10, ""buy_threshold"": 5, ""sell_threshold"": -5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",1,0.0,-2.18,-2.18,-1.424,0.0,,-2.178
BNBUSDC,MOM,15m,"{""window"": 10, ""buy_threshold"": 5, ""sell_threshold"": -5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",1,100.0,5.34,-3.23,1.424,inf,5.335,
BNBUSDC,MOM,15m,"{""window"": 10, ""buy_threshold"": 5, ""sell_threshold"": -5}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",1,0.0,-4.06,-9.79,-0.823,0.0,,-4.056
BNBUSDC,RSI,1h,"{""window"": 10, ""buy_threshold"": 20, ""sell_threshold"": 70}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",49,28.57,-27.9,-37.48,-1.591,0.568,3.527,-2.294
BNBUSDC,RSI,1h,"{""window"": 10, ""buy_threshold"": 20, ""sell_threshold"": 70}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",61,27.87,-25.27,-26.59,-2.352,0.479,1.678,-1.297
BNBUSDC,RSI,1h,"{""window"": 10, ""buy_threshold"": 20, ""sell_threshold"": 70}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",38,39.47,1.85,-35.86,0.201,1.025,5.398,-3.291
BNBUSDC,RSI,1h,"{""window"": 10, ""buy_threshold"": 20, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",65,30.77,-25.22,-30.69,-1.902,0.54,1.698,-1.377
BNBUSDC,RSI,1h,"{""window"": 10, ""buy_threshold"": 20, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",55,30.91,-13.2,-32.36,-0.629,0.81,3.181,-1.742
BNBUSDC,RSI,1h,"{""window"": 10, ""buy_threshold"": 20, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",50,26.0,-27.59,-40.51,-1.231,0.654,4.248,-2.281
BNBUSDC,RSI,1h,"{""window"": 10, ""buy_threshold"": 20, ""sell_threshold"": 80}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",49,28.57,-27.9,-37.48,-1.591,0.568,3.527,-2.294
BNBUSDC,RSI,1h,"{""window"": 10, ""buy_threshold"": 20, ""sell_threshold"": 80}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",61,27.87,-25.27,-26.59,-2.352,0.479,1.678,-1.297
BNBUSDC,RSI,1h,"{""window"": 10, ""buy_threshold"": 20, ""sell_threshold"": 80}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",38,39.47,1.85,-35.86,0.201,1.025,5.398,-3.291
BNBUSDC,RSI,1h,"{""window"": 10, ""buy_threshold"": 20, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",65,30.77,-25.22,-30.69,-1.902,0.54,1.698,-1.377
BNBUSDC,RSI,1h,"{""window"": 10, ""buy_threshold"": 20, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",55,30.91,-13.2,-32.36,-0.629,0.81,3.181,-1.742
BNBUSDC,RSI,1h,"{""window"": 10, ""buy_threshold"": 20, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",50,26.0,-27.59,-40.51,-1.231,0.654,4.248,-2.281
BNBUSDC,RSI,1h,"{""window"": 10, ""buy_threshold"": 30, ""sell_threshold"": 70}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",131,32.06,-43.53,-53.61,-1.559,0.709,3.621,-2.294
BNBUSDC,RSI,1h,"{""window"": 10, ""buy_threshold"": 30, ""sell_threshold"": 70}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",206,32.04,-51.53,-57.77,-3.109,0.627,1.685,-1.297
BNBUSDC,RSI,1h,"{""window"": 10, ""buy_threshold"": 30, ""sell_threshold"": 70}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",93,31.18,-44.3,-61.97,-1.255,0.771,5.516,-3.291
BNBUSDC,RSI,1h,"{""window"": 10, ""buy_threshold"": 30, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",228,32.46,-53.73,-57.85,-3.025,0.621,1.497,-1.203
BNBUSDC,RSI,1h,"{""window"": 10, ""buy_threshold"": 30, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",188,30.32,-53.69,-59.73,-2.357,0.674,2.462,-1.625
BNBUSDC,RSI,1h,"{""window"": 10, ""buy_threshold"": 30, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",151,30.46,-54.09,-65.4,-1.91,0.69,3.27,-2.114
BNBUSDC,RSI,1h,"{""window"": 10, ""buy_threshold"": 30, ""sell_threshold"": 80}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",131,32.06,-43.53,-53.61,-1.559,0.709,3.621,-2.294
BNBUSDC,RSI,1h,"{""window"": 10, ""buy_threshold"": 30, ""sell_threshold"": 80}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",206,32.04,-51.53,-57.77,-3.109,0.627,1.685,-1.297
BNBUSDC,RSI,1h,"{""window"": 10, ""buy_threshold"": 30, ""sell_threshold"": 80}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",93,31.18,-44.3,-61.97,-1.255,0.771,5.516,-3.291
BNBUSDC,RSI,1h,"{""window"": 10, ""buy_threshold"": 30, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",228,32.46,-53.73,-57.85,-3.025,0.621,1.497,-1.203
BNBUSDC,RSI,1h,"{""window"": 10, ""buy_threshold"": 30, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",188,30.32,-53.69,-59.73,-2.357,0.674,2.462,-1.625
BNBUSDC,RSI,1h,"{""window"": 10, ""buy_threshold"": 30, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",151,30.46,-54.09,-65.4,-1.91,0.69,3.27,-2.114
BNBUSDC,RSI,1h,"{""window"": 14, ""buy_threshold"": 20, ""sell_threshold"": 70}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",20,30.0,-10.19,-23.31,-0.785,0.653,3.688,-2.294
BNBUSDC,RSI,1h,"{""window"": 14, ""buy_threshold"": 20, ""sell_threshold"": 70}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",25,32.0,-8.37,-14.04,-1.117,0.587,1.694,-1.297
BNBUSDC,RSI,1h,"{""window"": 14, ""buy_threshold"": 20, ""sell_threshold"": 70}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",16,31.25,-8.76,-22.36,-0.456,0.746,5.682,-3.291
BNBUSDC,RSI,1h,"{""window"": 14, ""buy_threshold"": 20, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",25,28.0,-13.02,-19.53,-1.484,0.439,1.594,-1.377
BNBUSDC,RSI,1h,"{""window"": 14, ""buy_threshold"": 20, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",23,30.43,-12.94,-23.45,-1.13,0.557,2.576,-1.953
BNBUSDC,RSI,1h,"{""window"": 14, ""buy_threshold"": 20, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",21,38.1,-3.45,-19.54,-0.17,0.896,3.839,-2.538
BNBUSDC,RSI,1h,"{""window"": 14, ""buy_threshold"": 20, ""sell_threshold"": 80}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",20,30.0,-10.19,-23.31,-0.785,0.653,3.688,-2.294
BNBUSDC,RSI,1h,"{""window"": 14, ""buy_threshold"": 20, ""sell_threshold"": 80}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",25,32.0,-8.37,-14.04,-1.117,0.587,1.694,-1.297
BNBUSDC,RSI,1h,"{""window"": 14, ""buy_threshold"": 20, ""sell_threshold"": 80}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",16,31.25,-8.76,-22.36,-0.456,0.746,5.682,-3.291
BNBUSDC,RSI,1h,"{""window"": 14, ""buy_threshold"": 20, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",25,28.0,-13.02,-19.53,-1.484,0.439,1.594,-1.377
BNBUSDC,RSI,1h,"{""window"": 14, ""buy_threshold"": 20, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",23,30.43,-12.94,-23.45,-1.13,0.557,2.576,-1.953
BNBUSDC,RSI,1h,"{""window"": 14, ""buy_threshold"": 20, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",21,38.1,-3.45,-19.54,-0.17,0.896,3.839,-2.538
BNBUSDC,RSI,1h,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 70}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",94,29.79,-42.5,-49.6,-1.793,0.617,3.557,-2.294
BNBUSDC,RSI,1h,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 70}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",138,29.71,-43.99,-51.44,-3.003,0.542,1.688,-1.297
BNBUSDC,RSI,1h,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 70}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",70,31.43,-35.94,-53.7,-1.067,0.725,5.425,-3.291
BNBUSDC,RSI,1h,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",145,33.1,-37.14,-47.1,-2.164,0.641,1.654,-1.276
BNBUSDC,RSI,1h,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",122,30.33,-39.13,-53.25,-1.703,0.677,2.724,-1.728
BNBUSDC,RSI,1h,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",103,29.13,-47.78,-64.15,-1.782,0.629,3.455,-2.242
BNBUSDC,RSI,1h,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 80}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",94,29.79,-42.5,-49.6,-1.793,0.617,3.557,-2.294
BNBUSDC,RSI,1h,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 80}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",138,29.71,-43.99,-51.44,-3.003,0.542,1.688,-1.297
BNBUSDC,RSI,1h,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 80}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",70,31.43,-35.94,-53.7,-1.067,0.725,5.425,-3.291
BNBUSDC,RSI,1h,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",145,33.1,-37.14,-47.1,-2.164,0.641,1.654,-1.276
BNBUSDC,RSI,1h,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",122,30.33,-39.13,-53.25,-1.703,0.677,2.724,-1.728
BNBUSDC,RSI,1h,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",103,29.13,-47.78,-64.15,-1.782,0.629,3.455,-2.242
BNBUSDC,EMA,1h,"{""short_span"": 5, ""long_span"": 20}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",126,35.71,-24.76,-47.72,-0.731,0.857,3.609,-2.294
BNBUSDC,EMA,1h,"{""short_span"": 5, ""long_span"": 20}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",217,37.79,-32.94,-35.5,-1.774,0.774,1.675,-1.297
BNBUSDC,EMA,1h,"{""short_span"": 5, ""long_span"": 20}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",74,35.14,-12.98,-49.75,-0.183,0.92,5.682,-3.229
BNBUSDC,EMA,1h,"{""short_span"": 5, ""long_span"": 20}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",242,35.54,-53.86,-55.05,-3.938,0.556,1.068,-1.074
BNBUSDC,EMA,1h,"{""short_span"": 5, ""long_span"": 20}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",202,37.62,-37.92,-40.9,-1.768,0.752,1.832,-1.458
BNBUSDC,EMA,1h,"{""short_span"": 5, ""long_span"": 20}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",161,37.27,-40.93,-47.69,-1.595,0.727,2.378,-1.892
BNBUSDC,EMA,1h,"{""short_span"": 9, ""long_span"": 21}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",113,35.4,-24.36,-46.68,-0.78,0.844,3.601,-2.294
BNBUSDC,EMA,1h,"{""short_span"": 9, ""long_span"": 21}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",168,38.69,-23.42,-32.0,-1.328,0.804,1.671,-1.297
BNBUSDC,EMA,1h,"{""short_span"": 9, ""long_span"": 21}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",77,32.47,-27.97,-52.93,-0.702,0.836,5.682,-3.234
BNBUSDC,EMA,1h,"{""short_span"": 9, ""long_span"": 21}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",189,34.92,-46.09,-47.08,-3.748,0.545,1.066,-1.064
BNBUSDC,EMA,1h,"{""short_span"": 9, ""long_span"": 21}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",168,35.71,-41.95,-44.43,-2.363,0.665,1.794,-1.477
BNBUSDC,EMA,1h,"{""short_span"": 9, ""long_span"": 21}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",144,39.58,-31.79,-50.29,-1.188,0.784,2.379,-1.954
BNBUSDC,EMA,1h,"{""short_span"": 12, ""long_span"": 26}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",100,36.0,-14.6,-37.87,-0.438,0.9,3.688,-2.258
BNBUSDC,EMA,1h,"{""short_span"": 12, ""long_span"": 26}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",136,39.71,-13.91,-27.0,-0.798,0.858,1.694,-1.281
BNBUSDC,EMA,1h,"{""short_span"": 12, ""long_span"": 26}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",67,35.82,-8.34,-47.34,-0.091,0.945,5.682,-3.233
BNBUSDC,EMA,1h,"{""short_span"": 12, ""long_span"": 26}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",146,36.3,-34.63,-36.68,-3.061,0.582,1.053,-1.047
BNBUSDC,EMA,1h,"{""short_span"": 12, ""long_span"": 26}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",135,39.26,-20.92,-31.76,-1.115,0.805,1.802,-1.426
BNBUSDC,EMA,1h,"{""short_span"": 12, ""long_span"": 26}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",122,37.7,-26.38,-39.6,-1.108,0.793,2.44,-1.839
BNBUSDC,EMA,1h,"{""short_span"": 5, ""long_span"": 13}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",149,34.23,-36.85,-54.24,-1.189,0.811,3.622,-2.294
BNBUSDC,EMA,1h,"{""short_span"": 5, ""long_span"": 13}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",249,36.95,-40.35,-44.73,-2.06,0.757,1.68,-1.297
BNBUSDC,EMA,1h,"{""short_span"": 5, ""long_span"": 13}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",79,31.65,-32.57,-56.4,-0.81,0.805,5.682,-3.234
BNBUSDC,EMA,1h,"{""short_span"": 5, ""long_span"": 13}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",297,35.02,-62.23,-63.0,-4.532,0.552,1.082,-1.077
BNBUSDC,EMA,1h,"{""short_span"": 5, ""long_span"": 13}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",235,34.89,-48.96,-52.95,-2.208,0.713,1.861,-1.413
BNBUSDC,EMA,1h,"{""short_span"": 5, ""long_span"": 13}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",178,37.08,-42.87,-51.78,-1.487,0.746,2.512,-1.933
BNBUSDC,MACD,1h,"{""fast"": 12, ""slow"": 26, ""signal"": 9}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",153,35.29,-31.42,-54.65,-0.913,0.858,3.62,-2.294
BNBUSDC,MACD,1h,"{""fast"": 12, ""slow"": 26, ""signal"": 9}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",258,33.72,-54.31,-56.39,-3.167,0.657,1.679,-1.297
BNBUSDC,MACD,1h,"{""fast"": 12, ""slow"": 26, ""signal"": 9}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",91,35.16,-22.94,-55.13,-0.424,0.893,5.505,-3.291
BNBUSDC,MACD,1h,"{""fast"": 12, ""slow"": 26, ""signal"": 9}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",297,33.67,-61.34,-61.98,-4.198,0.568,1.189,-1.074
BNBUSDC,MACD,1h,"{""fast"": 12, ""slow"": 26, ""signal"": 9}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",237,34.18,-57.21,-59.18,-2.748,0.669,1.919,-1.514
BNBUSDC,MACD,1h,"{""fast"": 12, ""slow"": 26, ""signal"": 9}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",177,37.29,-34.48,-54.86,-0.926,0.829,2.718,-1.943
BNBUSDC,MACD,1h,"{""fast"": 5, ""slow"": 35, ""signal"": 5}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",197,31.47,-60.22,-71.25,-2.202,0.741,3.631,-2.294
BNBUSDC,MACD,1h,"{""fast"": 5, ""slow"": 35, ""signal"": 5}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",371,32.08,-72.84,-73.84,-4.452,0.629,1.682,-1.297
BNBUSDC,MACD,1h,"{""fast"": 5, ""slow"": 35, ""signal"": 5}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",114,30.7,-53.37,-72.11,-1.455,0.773,5.523,-3.291
BNBUSDC,MACD,1h,"{""fast"": 5, ""slow"": 35, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",473,30.44,-85.39,-85.62,-6.505,0.497,1.16,-1.081
BNBUSDC,MACD,1h,"{""fast"": 5, ""slow"": 35, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",345,32.46,-78.07,-79.77,-4.133,0.631,1.861,-1.52
BNBUSDC,MACD,1h,"{""fast"": 5, ""slow"": 35, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",241,33.61,-62.69,-71.83,-2.138,0.739,2.767,-1.966
BNBUSDC,MACD,1h,"{""fast"": 8, ""slow"": 21, ""signal"": 5}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",182,31.32,-57.99,-69.79,-2.1,0.733,3.632,-2.294
BNBUSDC,MACD,1h,"{""fast"": 8, ""slow"": 21, ""signal"": 5}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",345,34.49,-61.86,-62.81,-3.498,0.692,1.682,-1.297
BNBUSDC,MACD,1h,"{""fast"": 8, ""slow"": 21, ""signal"": 5}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",106,31.13,-48.78,-67.99,-1.261,0.773,5.525,-3.291
BNBUSDC,MACD,1h,"{""fast"": 8, ""slow"": 21, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",427,32.32,-79.6,-79.74,-6.178,0.513,1.152,-1.089
BNBUSDC,MACD,1h,"{""fast"": 8, ""slow"": 21, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",329,33.43,-75.0,-76.39,-3.863,0.63,1.815,-1.519
BNBUSDC,MACD,1h,"{""fast"": 8, ""slow"": 21, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",233,34.76,-59.56,-67.78,-1.96,0.737,2.697,-1.982
BNBUSDC,MACD,1h,"{""fast"": 12, ""slow"": 26, ""signal"": 5}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",175,34.29,-40.98,-61.2,-1.27,0.835,3.634,-2.294
BNBUSDC,MACD,1h,"{""fast"": 12, ""slow"": 26, ""signal"": 5}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",314,32.48,-65.59,-66.26,-4.077,0.625,1.68,-1.297
BNBUSDC,MACD,1h,"{""fast"": 12, ""slow"": 26, ""signal"": 5}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",100,32.0,-42.76,-65.95,-1.081,0.808,5.518,-3.291
BNBUSDC,MACD,1h,"{""fast"": 12, ""slow"": 26, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",370,33.78,-71.54,-71.91,-5.139,0.559,1.143,-1.085
BNBUSDC,MACD,1h,"{""fast"": 12, ""slow"": 26, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",296,33.11,-70.33,-71.79,-3.706,0.636,1.872,-1.515
BNBUSDC,MACD,1h,"{""fast"": 12, ""slow"": 26, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",209,35.89,-49.74,-59.81,-1.547,0.776,2.682,-1.962
BNBUSDC,BOLL,1h,"{""window"": 14, ""window_dev"": 1.5}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",205,35.12,-39.57,-57.07,-0.984,0.844,3.652,-2.294
