symbol,strategy,interval,indicator_params,exit_mode,exit_params,n_trades,win_rate_pct,total_return_pct,max_drawdown_pct,sharpe,profit_factor,avg_win_pct,avg_loss_pct
ETHUSDC,MOM,1m,"{""window"": 10, ""buy_threshold"": 3, ""sell_threshold"": -3}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",3,0.0,-3.16,-3.16,-2.776,0.0,,-1.065
ETHUSDC,MOM,1m,"{""window"": 10, ""buy_threshold"": 3, ""sell_threshold"": -3}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",3,0.0,-3.92,-3.92,-2.779,0.0,,-1.326
ETHUSDC,MOM,1m,"{""window"": 10, ""buy_threshold"": 5, ""sell_threshold"": -5}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",0,,0.0,0.0,,,,
ETHUSDC,MOM,1m,"{""window"": 10, ""buy_threshold"": 5, ""sell_threshold"": -5}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",0,,0.0,0.0,,,,
ETHUSDC,MOM,1m,"{""window"": 10, ""buy_threshold"": 5, ""sell_threshold"": -5}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",0,,0.0,0.0,,,,
ETHUSDC,MOM,1m,"{""window"": 10, ""buy_threshold"": 5, ""sell_threshold"": -5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",0,,0.0,0.0,,,,
ETHUSDC,MOM,1m,"{""window"": 10, ""buy_threshold"": 5, ""sell_threshold"": -5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",0,,0.0,0.0,,,,
ETHUSDC,MOM,1m,"{""window"": 10, ""buy_threshold"": 5, ""sell_threshold"": -5}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",0,,0.0,0.0,,,,
ETHUSDC,RSI,15m,"{""window"": 10, ""buy_threshold"": 20, ""sell_threshold"": 70}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",76,32.89,-24.26,-30.03,-1.454,0.767,3.688,-2.294
ETHUSDC,RSI,15m,"{""window"": 10, ""buy_threshold"": 20, ""sell_threshold"": 70}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",102,28.43,-37.21,-41.47,-4.056,0.491,1.694,-1.297
ETHUSDC,RSI,15m,"{""window"": 10, ""buy_threshold"": 20, ""sell_threshold"": 70}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",52,34.62,-13.3,-30.76,-0.446,0.872,5.682,-3.291
ETHUSDC,RSI,15m,"{""window"": 10, ""buy_threshold"": 20, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",126,30.16,-35.86,-36.59,-5.578,0.429,0.84,-0.861
ETHUSDC,RSI,15m,"{""window"": 10, ""buy_threshold"": 20, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",113,29.2,-38.1,-40.05,-4.245,0.466,1.359,-1.148
ETHUSDC,RSI,15m,"{""window"": 10, ""buy_threshold"": 20, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",104,27.88,-40.31,-40.51,-3.895,0.519,1.878,-1.395
ETHUSDC,RSI,15m,"{""window"": 10, ""buy_threshold"": 20, ""sell_threshold"": 80}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",76,32.89,-24.26,-30.03,-1.454,0.767,3.688,-2.294
ETHUSDC,RSI,15m,"{""window"": 10, ""buy_threshold"": 20, ""sell_threshold"": 80}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",102,28.43,-37.21,-41.47,-4.056,0.491,1.694,-1.297
ETHUSDC,RSI,15m,"{""window"": 10, ""buy_threshold"": 20, ""sell_threshold"": 80}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",52,34.62,-13.3,-30.76,-0.446,0.872,5.682,-3.291
ETHUSDC,RSI,15m,"{""window"": 10, ""buy_threshold"": 20, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",126,30.16,-35.86,-36.59,-5.578,0.429,0.84,-0.861
ETHUSDC,RSI,15m,"{""window"": 10, ""buy_threshold"": 20, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",113,29.2,-38.1,-40.05,-4.245,0.466,1.359,-1.148
ETHUSDC,RSI,15m,"{""window"": 10, ""buy_threshold"": 20, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",104,27.88,-40.31,-40.51,-3.895,0.519,1.878,-1.395
ETHUSDC,RSI,15m,"{""window"": 10, ""buy_threshold"": 30, ""sell_threshold"": 70}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",145,28.28,-59.74,-62.71,-3.579,0.586,3.688,-2.276
ETHUSDC,RSI,15m,"{""window"": 10, ""buy_threshold"": 30, ""sell_threshold"": 70}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",300,30.33,-70.22,-70.52,-6.141,0.531,1.68,-1.297
ETHUSDC,RSI,15m,"{""window"": 10, ""buy_threshold"": 30, ""sell_threshold"": 70}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",86,27.91,-54.76,-58.07,-2.471,0.594,5.488,-3.291
ETHUSDC,RSI,15m,"{""window"": 10, ""buy_threshold"": 30, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",485,30.31,-80.9,-81.48,-10.041,0.442,0.72,-0.798
ETHUSDC,RSI,15m,"{""window"": 10, ""buy_threshold"": 30, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",372,31.18,-74.0,-74.25,-6.804,0.507,1.216,-1.066
ETHUSDC,RSI,15m,"{""window"": 10, ""buy_threshold"": 30, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",304,30.26,-72.11,-72.38,-5.789,0.542,1.695,-1.319
ETHUSDC,RSI,15m,"{""window"": 10, ""buy_threshold"": 30, ""sell_threshold"": 80}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",145,28.28,-59.74,-62.71,-3.579,0.586,3.688,-2.276
ETHUSDC,RSI,15m,"{""window"": 10, ""buy_threshold"": 30, ""sell_threshold"": 80}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",300,30.33,-70.22,-70.52,-6.141,0.531,1.68,-1.297
ETHUSDC,RSI,15m,"{""window"": 10, ""buy_threshold"": 30, ""sell_threshold"": 80}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",86,27.91,-54.76,-58.07,-2.471,0.594,5.488,-3.291
ETHUSDC,RSI,15m,"{""window"": 10, ""buy_threshold"": 30, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",485,30.31,-80.9,-81.48,-10.041,0.442,0.72,-0.798
ETHUSDC,RSI,15m,"{""window"": 10, ""buy_threshold"": 30, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",372,31.18,-74.0,-74.25,-6.804,0.507,1.216,-1.066
ETHUSDC,RSI,15m,"{""window"": 10, ""buy_threshold"": 30, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",304,30.26,-72.11,-72.38,-5.789,0.542,1.695,-1.319
ETHUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 20, ""sell_threshold"": 70}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",37,32.43,-13.53,-26.11,-1.121,0.735,3.688,-2.294
ETHUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 20, ""sell_threshold"": 70}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",46,32.61,-14.15,-21.82,-1.886,0.608,1.694,-1.297
ETHUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 20, ""sell_threshold"": 70}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",28,25.0,-27.08,-35.18,-1.662,0.542,5.682,-3.291
ETHUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 20, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",49,30.61,-13.91,-17.31,-2.581,0.494,1.009,-0.879
ETHUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 20, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",46,32.61,-14.82,-18.46,-2.119,0.563,1.424,-1.192
ETHUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 20, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",44,31.82,-13.97,-22.36,-1.515,0.641,2.077,-1.447
ETHUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 20, ""sell_threshold"": 80}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",37,32.43,-13.53,-26.11,-1.121,0.735,3.688,-2.294
ETHUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 20, ""sell_threshold"": 80}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",46,32.61,-14.15,-21.82,-1.886,0.608,1.694,-1.297
ETHUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 20, ""sell_threshold"": 80}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",28,25.0,-27.08,-35.18,-1.662,0.542,5.682,-3.291
ETHUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 20, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",49,30.61,-13.91,-17.31,-2.581,0.494,1.009,-0.879
ETHUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 20, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",46,32.61,-14.82,-18.46,-2.119,0.563,1.424,-1.192
ETHUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 20, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",44,31.82,-13.97,-22.36,-1.515,0.641,2.077,-1.447
ETHUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 70}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",122,30.33,-48.54,-51.99,-2.77,0.646,3.599,-2.294
ETHUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 70}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",206,31.07,-54.52,-56.18,-4.625,0.543,1.678,-1.297
ETHUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 70}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",75,32.0,-34.83,-43.11,-1.297,0.74,5.475,-3.291
ETHUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",298,29.53,-65.08,-65.11,-7.539,0.443,0.833,-0.844
ETHUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",242,30.17,-59.5,-59.89,-5.47,0.524,1.376,-1.116
ETHUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",199,31.16,-55.04,-55.48,-3.804,0.593,1.896,-1.418
ETHUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 80}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",122,30.33,-48.54,-51.99,-2.77,0.646,3.599,-2.294
ETHUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 80}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",206,31.07,-54.52,-56.18,-4.625,0.543,1.678,-1.297
ETHUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 80}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",75,32.0,-34.83,-43.11,-1.297,0.74,5.475,-3.291
ETHUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",298,29.53,-65.08,-65.11,-7.539,0.443,0.833,-0.844
ETHUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",242,30.17,-59.5,-59.89,-5.47,0.524,1.376,-1.116
ETHUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",199,31.16,-55.04,-55.48,-3.804,0.593,1.896,-1.418
ETHUSDC,EMA,15m,"{""short_span"": 5, ""long_span"": 20}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",142,27.46,-61.71,-67.92,-3.542,0.549,3.688,-2.277
ETHUSDC,EMA,15m,"{""short_span"": 5, ""long_span"": 20}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",279,29.75,-69.15,-69.43,-6.606,0.516,1.679,-1.297
ETHUSDC,EMA,15m,"{""short_span"": 5, ""long_span"": 20}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",86,27.91,-51.35,-57.35,-2.276,0.616,5.682,-3.247
ETHUSDC,EMA,15m,"{""short_span"": 5, ""long_span"": 20}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",487,30.6,-82.21,-82.22,-13.779,0.316,0.496,-0.726
ETHUSDC,EMA,15m,"{""short_span"": 5, ""long_span"": 20}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",399,30.83,-79.33,-79.37,-9.175,0.421,0.942,-0.982
ETHUSDC,EMA,15m,"{""short_span"": 5, ""long_span"": 20}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",315,28.57,-77.29,-77.36,-7.119,0.472,1.498,-1.243
ETHUSDC,EMA,15m,"{""short_span"": 9, ""long_span"": 21}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",134,28.36,-56.52,-63.62,-3.352,0.582,3.688,-2.275
ETHUSDC,EMA,15m,"{""short_span"": 9, ""long_span"": 21}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",240,30.42,-61.95,-64.65,-5.926,0.516,1.676,-1.297
ETHUSDC,EMA,15m,"{""short_span"": 9, ""long_span"": 21}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",85,28.24,-49.64,-58.36,-2.265,0.621,5.682,-3.245
ETHUSDC,EMA,15m,"{""short_span"": 9, ""long_span"": 21}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",374,30.21,-74.04,-74.04,-13.935,0.295,0.509,-0.733
ETHUSDC,EMA,15m,"{""short_span"": 9, ""long_span"": 21}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",327,31.8,-71.87,-71.91,-8.734,0.399,0.921,-0.99
ETHUSDC,EMA,15m,"{""short_span"": 9, ""long_span"": 21}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",273,30.04,-69.63,-69.71,-6.327,0.483,1.463,-1.236
ETHUSDC,EMA,15m,"{""short_span"": 12, ""long_span"": 26}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",117,29.91,-46.08,-53.89,-2.577,0.646,3.688,-2.273
ETHUSDC,EMA,15m,"{""short_span"": 12, ""long_span"": 26}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",202,32.18,-50.64,-54.61,-4.701,0.569,1.678,-1.297
ETHUSDC,EMA,15m,"{""short_span"": 12, ""long_span"": 26}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",69,27.54,-44.86,-49.92,-2.165,0.616,5.682,-3.236
ETHUSDC,EMA,15m,"{""short_span"": 12, ""long_span"": 26}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",291,32.99,-61.41,-61.47,-10.264,0.333,0.507,-0.734
ETHUSDC,EMA,15m,"{""short_span"": 12, ""long_span"": 26}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",266,31.95,-61.41,-61.98,-6.808,0.439,0.949,-0.963
ETHUSDC,EMA,15m,"{""short_span"": 12, ""long_span"": 26}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",228,30.7,-60.36,-62.84,-5.375,0.504,1.454,-1.214
ETHUSDC,EMA,15m,"{""short_span"": 5, ""long_span"": 13}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",151,28.48,-60.55,-66.21,-3.394,0.598,3.688,-2.277
ETHUSDC,EMA,15m,"{""short_span"": 5, ""long_span"": 13}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",323,31.27,-70.33,-70.59,-6.304,0.582,1.68,-1.297
ETHUSDC,EMA,15m,"{""short_span"": 5, ""long_span"": 13}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",89,28.09,-52.02,-57.79,-2.333,0.63,5.682,-3.252
ETHUSDC,EMA,15m,"{""short_span"": 5, ""long_span"": 13}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",616,29.38,-87.95,-87.96,-15.825,0.38,0.557,-0.714
ETHUSDC,EMA,15m,"{""short_span"": 5, ""long_span"": 13}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",478,30.54,-83.6,-83.63,-10.066,0.462,0.99,-0.971
ETHUSDC,EMA,15m,"{""short_span"": 5, ""long_span"": 13}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",340,30.59,-76.71,-76.8,-6.701,0.51,1.51,-1.267
ETHUSDC,MACD,15m,"{""fast"": 12, ""slow"": 26, ""signal"": 9}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",158,28.48,-62.28,-67.34,-3.355,0.571,3.688,-2.279
ETHUSDC,MACD,15m,"{""fast"": 12, ""slow"": 26, ""signal"": 9}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",352,32.95,-68.12,-68.78,-5.391,0.597,1.684,-1.297
ETHUSDC,MACD,15m,"{""fast"": 12, ""slow"": 26, ""signal"": 9}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",102,27.45,-59.39,-66.27,-2.69,0.582,5.682,-3.254
ETHUSDC,MACD,15m,"{""fast"": 12, ""slow"": 26, ""signal"": 9}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",622,33.92,-83.87,-83.87,-11.231,0.432,0.601,-0.748
ETHUSDC,MACD,15m,"{""fast"": 12, ""slow"": 26, ""signal"": 9}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",492,32.52,-83.2,-83.41,-8.496,0.461,1.044,-1.03
ETHUSDC,MACD,15m,"{""fast"": 12, ""slow"": 26, ""signal"": 9}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",373,31.1,-79.71,-80.02,-6.304,0.468,1.545,-1.3
ETHUSDC,MACD,15m,"{""fast"": 5, ""slow"": 35, ""signal"": 5}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",179,29.05,-64.86,-70.18,-3.41,0.579,3.688,-2.28
ETHUSDC,MACD,15m,"{""fast"": 5, ""slow"": 35, ""signal"": 5}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",444,32.66,-77.23,-77.44,-6.672,0.59,1.685,-1.297
ETHUSDC,MACD,15m,"{""fast"": 5, ""slow"": 35, ""signal"": 5}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",99,29.29,-51.3,-60.22,-2.003,0.642,5.682,-3.263
ETHUSDC,MACD,15m,"{""fast"": 5, ""slow"": 35, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",917,32.28,-94.14,-94.14,-14.949,0.422,0.614,-0.745
ETHUSDC,MACD,15m,"{""fast"": 5, ""slow"": 35, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",638,32.6,-89.04,-89.05,-9.114,0.473,1.097,-1.035
ETHUSDC,MACD,15m,"{""fast"": 5, ""slow"": 35, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",441,30.61,-82.39,-82.56,-7.016,0.554,1.678,-1.289
ETHUSDC,MACD,15m,"{""fast"": 8, ""slow"": 21, ""signal"": 5}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",173,29.48,-61.85,-67.51,-3.284,0.603,3.688,-2.277
ETHUSDC,MACD,15m,"{""fast"": 8, ""slow"": 21, ""signal"": 5}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",424,32.08,-77.4,-77.61,-6.757,0.585,1.684,-1.297
ETHUSDC,MACD,15m,"{""fast"": 8, ""slow"": 21, ""signal"": 5}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",101,27.72,-58.32,-64.43,-2.516,0.612,5.682,-3.264
ETHUSDC,MACD,15m,"{""fast"": 8, ""slow"": 21, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",857,33.14,-92.39,-92.39,-14.01,0.444,0.611,-0.748
ETHUSDC,MACD,15m,"{""fast"": 8, ""slow"": 21, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",611,32.57,-87.58,-87.59,-9.033,0.482,1.101,-1.028
ETHUSDC,MACD,15m,"{""fast"": 8, ""slow"": 21, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",424,30.42,-84.13,-84.28,-6.98,0.505,1.652,-1.328
ETHUSDC,MACD,15m,"{""fast"": 12, ""slow"": 26, ""signal"": 5}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",165,29.09,-61.57,-66.44,-3.183,0.587,3.688,-2.277
ETHUSDC,MACD,15m,"{""fast"": 12, ""slow"": 26, ""signal"": 5}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",386,31.35,-76.29,-76.56,-6.586,0.543,1.683,-1.297
ETHUSDC,MACD,15m,"{""fast"": 12, ""slow"": 26, ""signal"": 5}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",105,26.67,-63.4,-69.62,-2.849,0.569,5.682,-3.26
ETHUSDC,MACD,15m,"{""fast"": 12, ""slow"": 26, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",758,31.53,-92.08,-92.08,-14.322,0.364,0.586,-0.754
ETHUSDC,MACD,15m,"{""fast"": 12, ""slow"": 26, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",554,31.23,-88.29,-88.33,-9.453,0.427,1.076,-1.041
ETHUSDC,MACD,15m,"{""fast"": 12, ""slow"": 26, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",394,30.71,-82.29,-82.6,-6.547,0.487,1.633,-1.339
ETHUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 1.5}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",182,29.12,-66.8,-71.65,-3.539,0.58,3.632,-2.294
ETHUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 1.5}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",473,32.77,-78.89,-79.7,-5.938,0.583,1.688,-1.297
ETHUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 1.5}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",102,30.39,-46.94,-55.18,-1.774,0.701,5.682,-3.251
ETHUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 1.5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",954,31.34,-95.22,-95.23,-15.423,0.46,0.634,-0.749
ETHUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 1.5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",671,32.79,-87.9,-88.04,-8.401,0.557,1.128,-1.008
ETHUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 1.5}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",470,31.49,-82.45,-82.65,-5.979,0.577,1.669,-1.289
ETHUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 2}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",147,27.89,-61.54,-65.29,-3.546,0.568,3.688,-2.276
ETHUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 2}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",324,32.41,-66.84,-67.23,-5.622,0.591,1.685,-1.297
ETHUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 2}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",90,28.89,-49.01,-54.82,-1.99,0.657,5.682,-3.243
ETHUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 2}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",582,32.13,-84.79,-84.82,-13.232,0.407,0.579,-0.747
ETHUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 2}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",454,31.94,-80.37,-80.59,-8.97,0.496,1.032,-1.002
ETHUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 2}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",353,32.01,-74.03,-74.33,-6.385,0.543,1.529,-1.265
ETHUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 2.5}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",105,25.71,-55.57,-60.17,-3.914,0.478,3.688,-2.267
ETHUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 2.5}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",189,33.86,-42.65,-44.12,-3.765,0.621,1.694,-1.297
ETHUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 2.5}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",65,26.15,-46.98,-53.01,-2.369,0.559,5.682,-3.225
